TARS_ROV_NEV	TARS_HOSZ_NEV	CÍM_EGYBEN	TARS_TIPUS_MEGNEV	TARS_TIPUS_KOD	ADOSZAM	GAZD_FORM	GAZD_FORM_KOD	CEG_ALL	CEG_ALL_KOD	NEMGAZD_AG_MEGNEV	NEMGAZD_AG_KOD	NEMGAZD_AGAZAT_MEGNEV	NEMGAZD_AGAZAT_KOD	NEMGAZD_SZAKAGAZAT_MEGNEV	NEMGAZD_SZAKAGAZAT_KOD	JEGYZ_TOKE_ERT_HUF	ORSZAG	ORSZAG_KOD	REGIO	REGIO_KOD	MEGYE	MEGYE_KOD	TELEPULES	TELEPULES_KOD	ASZ_EVE
BAUMIX KFT.	BAUMIX ÉPÍTÕIPARI ÉS KERESKEDELMI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2400 Dunaújváros Papírgyári út 49.	Gazdasági Társaság	1	11781525-2-07	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	Kereskedelem\, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû\, motorkerékpár)	46	Fa-\, építõanyag-\, szaniteráru-nagykereskedelem	4673	153300000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Dunaújváros	165	2016
KATI KFT.	KATI KERESKEDELMI VENDÉGLÁTÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1126 Budapest Kakukk utca 6.	Gazdasági Társaság	1	10265341-2-43	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szálláshely-szolgáltatás\, vendéglátás	I	Vendéglátás	56	Éttermi\, mozgó vendéglátás	5610	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017
BAUMIX KFT.	BAUMIX ÉPÍTÕIPARI ÉS KERESKEDELMI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2400 Dunaújváros Papírgyári út 49.	Gazdasági Társaság	1	11781525-2-07	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	Kereskedelem\, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû\, motorkerékpár)	46	Fa-\, építõanyag-\, szaniteráru-nagykereskedelem	4673	153300000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Dunaújváros	165	2017
PROMO PRESSZ KFT.	PROMO-PRESZ SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1037 Budapest\, Kunigunda útja 64.	Gazdasági Társaság	1	10265547-2-41	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Információ\, kommunikáció	J	Információs szolgáltatás	63	Hírügynökségi tevékenység	6391	7000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
ISD DUNAFERR ZRT.	ISD DUNAFERR DUNAI VASMÛ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	2400 Dunaújváros Vasmû tér 1-3.	Gazdasági Társaság	1	11102539-4-07	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Fémalapanyag gyártása	24	Vas-\, acél-\, vasötvözet-alapanyag gyártása	2410	27215997264	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Dunaújváros	165	2012
MULTINOVA KFT.	MULTINOVA BEFEKTETÉSI-VÁLLALKOZÁSI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1125 Budapest\, Szilágyi Erzsébet fasor 22/b.	Gazdasági Társaság	1	10311552-2-42	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Szakmai\, tudományos\, mûszaki tevékenység	M	Üzletvezetési\, vezetõi tanácsadás	70	Üzletvezetés	7010	10000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010
ISD DUNAFERR ZRT.	ISD DUNAFERR DUNAI VASMÛ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	2400 Dunaújváros Vasmû tér 1-3.	Gazdasági Társaság	1	11102539-4-07	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Fémalapanyag gyártása	24	Vas-\, acél-\, vasötvözet-alapanyag gyártása	2410	27215997264	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Dunaújváros	165	2014
MULTINOVA NONPROFIT KFT.	MULTINOVA NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1062 Budapest VI\, Bajza utca 32.	Gazdasági Társaság	1	10311552-2-42	Nonprofit Korlátolt Felelõsségû Társaság	12	Végelszámolás alatt	5	Szakmai\, tudományos\, mûszaki tevékenység	M	Üzletvezetési\, vezetõi tanácsadás	70	Üzletvezetés	7010	10000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
ISD DUNAFERR ZRT.	ISD DUNAFERR DUNAI VASMÛ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	2400 Dunaújváros Vasmû tér 1-3.	Gazdasági Társaság	1	11102539-4-07	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Fémalapanyag gyártása	24	Vas-\, acél-\, vasötvözet-alapanyag gyártása	2410	27058714450	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Dunaújváros	165	2017
EUROEXPERT KFT.	EUROEXPERT TÁVKÖNYVELÉSI ÉS ADATBANKI SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1134 Budapest Lehel utca 11.	Gazdasági Társaság	1	10319615-2-41	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Információ\, kommunikáció	J	Kiadói tevékenység	58	Egyéb szoftverkiadás	5829	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014
ISD DUNAFERR ZRT.	ISD DUNAFERR DUNAI VASMÛ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	2400 Dunaújváros Vasmû tér 1-3.	Gazdasági Társaság	1	11102539-4-07	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Fémalapanyag gyártása	24	Vas-\, acél-\, vasötvözet-alapanyag gyártása	2410	27215997264	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Dunaújváros	165	2015
BETA-COMP KFT.	BETA-COMP SZÁMÍTÁSTECHNIKA\, KIADÓI ÉS VEGYES IPARI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1086 Budapest VIII\, Lujza utca 36.	Gazdasági Társaság	1	10393415-2-42	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Információ\, kommunikáció	J	Információ-technológiai szolgáltatás	62	Számítógépes programozás	6201	1300000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012
ISD DUNAFERR ZRT.	ISD DUNAFERR DUNAI VASMÛ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	2400 Dunaújváros Vasmû tér 1-3.	Gazdasági Társaság	1	11102539-4-07	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Fémalapanyag gyártása	24	Vas-\, acél-\, vasötvözet-alapanyag gyártása	2410	27215997264	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Dunaújváros	165	2013
KÖZPONTI HUMÁNFEJLESZTÉSI NONPROFIT KFT.	KÖZPONTI HUMÁNFEJLESZTÉSI NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1054 Budapest\, Hold utca 1.	Gazdasági Társaság	1	10476077-2-41	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Adminisztratív és szolgáltatást támogató tevékenység	N	Adminisztratív-\, kiegészítõ egyéb üzleti szolgáltatás	82	M.n.s. egyéb kiegészítõ üzleti szolgáltatás	8299	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017
ISD DUNAFERR ZRT.	ISD DUNAFERR DUNAI VASMÛ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	2400 Dunaújváros Vasmû tér 1-3.	Gazdasági Társaság	1	11102539-4-07	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Fémalapanyag gyártása	24	Vas-\, acél-\, vasötvözet-alapanyag gyártása	2410	27215997264	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Dunaújváros	165	2016
ISD DUNAFERR ZRT.	ISD DUNAFERR DUNAI VASMÛ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	2400 Dunaújváros Vasmû tér 1-3.	Gazdasági Társaság	1	11102539-4-07	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Fémalapanyag gyártása	24	Vas-\, acél-\, vasötvözet-alapanyag gyártása	2410	27215997264	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Dunaújváros	165	2011
PANNONTECH ÁLTALÁNOS SZOLGÁLTATÓ ÉS FÕVÁLLALKOZÓ KFT.	PANNONTECH ÁLTALÁNOS SZOLGÁLTATÓ ÉS FÕVÁLLALKOZÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1223 Budapest Park utca 41.	Gazdasági Társaság	1	10539600-2-43	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	"Mérnöki és építészmérnöki tevékenység; mûszaki vizsgálat\, elemzés"	71	Mérnöki tevékenység\, mûszaki tanácsadás	7112	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017
NEMZETI LÓVERSENY KFT.	NEMZETI LÓVERSENY KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1101 Budapest\, Albertirsai út 2-4.	Gazdasági Társaság	1	10723410-2-42	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Sport-\, szórakoztató-\, szabadidõs tevékenység	93	Sportlétesítmény mûködtetése	9311	1448000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010
REMETEKERT KFT.	REMETEKERT KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2214 Pánd 776/2. hrsz	Gazdasági Társaság	1	14033780-2-13	Korlátolt Felelõsségû Társaság	8	Kényszertörlés alatt	2	Kereskedelem\, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû\, motorkerékpár)	46	Fa-\, építõanyag-\, szaniteráru-nagykereskedelem	4673	3000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Pánd	2047	2016
KÉMÉNY ZRT.	KÉMÉNY FEJÉR MEGYEI KÉMÉNYSEPRÕ ÉS TÜZELÉSTECHNIKAI ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8000 Székesfehérvár Kertalja utca 11.	Gazdasági Társaság	1	11103114-2-07	Részvénytársaság	15	Mûködõ	4	Adminisztratív és szolgáltatást támogató tevékenység	N	Építmény üzemeltetés\, zöldterület-kezelés	81	Egyéb épület-\, ipari takarítás	8122	28380000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Székesfehérvár	1317	2017
SANIPLANT KFT.	SANIPLANT BIOTECHNOLÓGIAI KUTATÓ ÉS FEJLESZTÕ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1035 Budapest\, Raktár utca 19. fszt.	Gazdasági Társaság	1	10644041-2-41	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Biotechnológiai kutatás\, fejlesztés	7211	7750000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
KÉMÉNY ZRT.	KÉMÉNY FEJÉR MEGYEI KÉMÉNYSEPRÕ ÉS TÜZELÉSTECHNIKAI ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8000 Székesfehérvár Kertalja utca 11.	Gazdasági Társaság	1	11103114-2-07	Részvénytársaság	15	Mûködõ	4	Adminisztratív és szolgáltatást támogató tevékenység	N	Építmény üzemeltetés\, zöldterület-kezelés	81	Egyéb épület-\, ipari takarítás	8122	28380000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Székesfehérvár	1317	2013
BON-AKTIV KFT.	BON-AKTIV KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2030 Érd Aba utca 2.	Gazdasági Társaság	1	14125890-1-13	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Mûvészet\, szórakoztatás\, szabadidõ	R	Szerencsejáték\, fogadás	92	Szerencsejáték\, fogadás	9200	500000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Érd	2902	2014
ZÖLD ÚT HITEL KFT.	ZÖLD ÚT HITEL KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2747 Törtel Kossuth Lajos utca 88.	Gazdasági Társaság	1	22626970-2-13	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Pénzügyi\, biztosítási tevékenység	K	Pénzügyi közvetítés\, kivéve: biztosítási\, nyugdíjpénztári tevékenység	64	M.n.s. egyéb pénzügyi közvetítés	6499	1000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Törtel	2023	2014
SANIPLANT KFT.	SANIPLANT BIOTECHNOLÓGIAI KUTATÓ ÉS FEJLESZTÕ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1035 Budapest\, Raktár utca 19. fszt.	Gazdasági Társaság	1	10644041-2-41	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Biotechnológiai kutatás\, fejlesztés	7211	7750000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012
KÉMÉNY ZRT.	KÉMÉNY FEJÉR MEGYEI KÉMÉNYSEPRÕ ÉS TÜZELÉSTECHNIKAI ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8000 Székesfehérvár Kertalja utca 11.	Gazdasági Társaság	1	11103114-2-07	Részvénytársaság	15	Mûködõ	4	Adminisztratív és szolgáltatást támogató tevékenység	N	Építmény üzemeltetés\, zöldterület-kezelés	81	Egyéb épület-\, ipari takarítás	8122	28380000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Székesfehérvár	1317	2016
SANIPLANT KFT.	SANIPLANT BIOTECHNOLÓGIAI KUTATÓ ÉS FEJLESZTÕ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1035 Budapest\, Raktár utca 19. fszt.	Gazdasági Társaság	1	10644041-2-41	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Biotechnológiai kutatás\, fejlesztés	7211	3750000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010
KÉMÉNY ZRT.	KÉMÉNY FEJÉR MEGYEI KÉMÉNYSEPRÕ ÉS TÜZELÉSTECHNIKAI ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8000 Székesfehérvár Kertalja utca 11.	Gazdasági Társaság	1	11103114-2-07	Részvénytársaság	15	Mûködõ	4	Adminisztratív és szolgáltatást támogató tevékenység	N	Építmény üzemeltetés\, zöldterület-kezelés	81	Egyéb épület-\, ipari takarítás	8122	28380000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Székesfehérvár	1317	2012
ZÖLD ÚT HITEL KFT.	ZÖLD ÚT HITEL KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2747 Törtel Kossuth Lajos utca 88.	Gazdasági Társaság	1	22626970-2-13	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Pénzügyi\, biztosítási tevékenység	K	Pénzügyi közvetítés\, kivéve: biztosítási\, nyugdíjpénztári tevékenység	64	M.n.s. egyéb pénzügyi közvetítés	6499	1000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Törtel	2023	2015
OROSZLÁNYI SZAKORVOSI ÉS ÁPOLÁSI INTÉZET	OROSZLÁNYI SZAKORVOSI ÉS ÁPOLÁSI INTÉZET	2840 Oroszlány\, Alkotmány u. 2.	Gazdasági Társaság	1	14118478-2-11	Nonprofit Közhasznú Korlátolt Felelõsségû Társaság	13	Mûködõ	4	Humán-egészségügyi\, szociális ellátás	Q	Humán-egészségügyi ellátás	86	Szakorvosi járóbeteg-ellátás	8622	50000000	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Oroszlány	2881	2012
BON-AKTIV KFT.	BON-AKTIV KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2030 Érd Aba utca 2.	Gazdasági Társaság	1	14125890-1-13	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Mûvészet\, szórakoztatás\, szabadidõ	R	Szerencsejáték\, fogadás	92	Szerencsejáték\, fogadás	9200	500000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Érd	2902	2012
KÉMÉNY ZRT.	KÉMÉNY FEJÉR MEGYEI KÉMÉNYSEPRÕ ÉS TÜZELÉSTECHNIKAI ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8000 Székesfehérvár Kertalja utca 11.	Gazdasági Társaság	1	11103114-2-07	Részvénytársaság	15	Mûködõ	4	Adminisztratív és szolgáltatást támogató tevékenység	N	Építmény üzemeltetés\, zöldterület-kezelés	81	Egyéb épület-\, ipari takarítás	8122	28380000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Székesfehérvár	1317	2015
AGRÁRGAZDASÁGI KFT.	AGRÁRGAZDASÁGI VAGYONKEZELÕ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1054 Budapest\, Hold u. 25.	Gazdasági Társaság	1	10718409-2-41	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Üzletvezetési\, vezetõi tanácsadás	70	Üzletvezetés	7010	7944310000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010
ZÖLD ÚT HITEL KFT.	ZÖLD ÚT HITEL KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2747 Törtel Kossuth Lajos utca 88.	Gazdasági Társaság	1	22626970-2-13	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Pénzügyi\, biztosítási tevékenység	K	Pénzügyi közvetítés\, kivéve: biztosítási\, nyugdíjpénztári tevékenység	64	M.n.s. egyéb pénzügyi közvetítés	6499	1000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Törtel	2023	2017
KÉMÉNY ZRT.	KÉMÉNY FEJÉR MEGYEI KÉMÉNYSEPRÕ ÉS TÜZELÉSTECHNIKAI ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8000 Székesfehérvár Kertalja utca 11.	Gazdasági Társaság	1	11103114-2-07	Részvénytársaság	15	Mûködõ	4	Adminisztratív és szolgáltatást támogató tevékenység	N	Építmény üzemeltetés\, zöldterület-kezelés	81	Egyéb épület-\, ipari takarítás	8122	28380000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Székesfehérvár	1317	2014
DONITER TRANS KFT.	DONITER TRANS FUVAROZÓ\, KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1037 Budapest Bokor utca 9-11.	Gazdasági Társaság	1	14399011-2-41	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	Szállítás\, raktározás	H	Szárazföldi\, csõvezetékes szállítás	49	Közúti áruszállítás	4941	500000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014
BON-AKTIV KFT.	BON-AKTIV KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2030 Érd Aba utca 2.	Gazdasági Társaság	1	14125890-1-13	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Mûvészet\, szórakoztatás\, szabadidõ	R	Szerencsejáték\, fogadás	92	Szerencsejáték\, fogadás	9200	500000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Érd	2902	2015
NEMZETI ESZKÖZKEZELÕ ZRT.	NEMZETI ESZKÖZKEZELÕ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1024 Budapest II\, Margit körút 85-87.	Gazdasági Társaság	1	23501904-2-43	Részvénytársaság	15	Mûködõ	4	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú\, bérelt ingatlan bérbeadása\, üzemeltetése	6820	101000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017
ÉSZAKDUNÁNTÚLI KÖZMÛ V	ÉSZAKDUNÁNTÚLI KÖZMÛ- ÉS MAGASÉPÍTÕ VÁLLALAT	9002 Gyõr Reptéri út 2.	Gazdasági Társaság	1	10012521-2-01	Állami Vállalat	3	Felszámolás alatt	1	Építõipar	F	Épületek építése	41	Lakó- és nem lakó épület építése	4120	1073298000	Magyarország	HU	Nyugat-Dunántúl régió	7	Gyõr-Moson-Sopron	8	Gyõr	2371	2010
FALÁNKOLÓ KFT.	FALÁNKOLÓ KERESKEDELMI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1073 Budapest Dob utca 84.\, III./12.ajtó	Gazdasági Társaság	1	24098704-2-42	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szálláshely-szolgáltatás\, vendéglátás	I	Vendéglátás	56	Éttermi\, mozgó vendéglátás	5610	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017
ZÖLD ÚT HITEL KFT.	ZÖLD ÚT HITEL KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2747 Törtel Kossuth Lajos utca 88.	Gazdasági Társaság	1	22626970-2-13	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Pénzügyi\, biztosítási tevékenység	K	Pénzügyi közvetítés\, kivéve: biztosítási\, nyugdíjpénztári tevékenység	64	M.n.s. egyéb pénzügyi közvetítés	6499	1000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Törtel	2023	2016
ÉSZAKDUNÁNTÚLI KÖZMÛ V	ÉSZAKDUNÁNTÚLI KÖZMÛ- ÉS MAGASÉPÍTÕ VÁLLALAT	9002 Gyõr Reptéri út 2.	Gazdasági Társaság	1	10012521-2-01	Állami Vállalat	3	Felszámolás alatt	1	Építõipar	F	Épületek építése	41	Lakó- és nem lakó épület építése	4120	1073298000	Magyarország	HU	Nyugat-Dunántúl régió	7	Gyõr-Moson-Sopron	8	Gyõr	2371	2013
BON-AKTIV KFT.	BON-AKTIV KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2030 Érd Aba utca 2.	Gazdasági Társaság	1	14125890-1-13	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Mûvészet\, szórakoztatás\, szabadidõ	R	Szerencsejáték\, fogadás	92	Szerencsejáték\, fogadás	9200	500000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Érd	2902	2013
NEMZETI ESZKÖZKEZELÕ ZRT.	NEMZETI ESZKÖZKEZELÕ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1024 Budapest II\, Margit körút 85-87.	Gazdasági Társaság	1	23501904-2-43	Részvénytársaság	15	Mûködõ	4	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú\, bérelt ingatlan bérbeadása\, üzemeltetése	6820	100000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013
DREAM LINE KFT.	DREAM LINE GRAFIKA\, KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1064 Budapest Podmaniczky utca 27.\, II.\\14.ajtó	Gazdasági Társaság	1	13671051-2-42	Korlátolt Felelõsségû Társaság	8	Kényszertörlés alatt	2	Szakmai\, tudományos\, mûszaki tevékenység	M	Jogi\, számviteli\, adószakértõi tevékenység	69	Számviteli\, könyvvizsgálói\, adószakértõi tevékenység	6920	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015
ÉSZAKDUNÁNTÚLI KÖZMÛ V	ÉSZAKDUNÁNTÚLI KÖZMÛ- ÉS MAGASÉPÍTÕ VÁLLALAT	9002 Gyõr Reptéri út 2.	Gazdasági Társaság	1	10012521-2-01	Állami Vállalat	3	Felszámolás alatt	1	Építõipar	F	Épületek építése	41	Lakó- és nem lakó épület építése	4120	1073298000	Magyarország	HU	Nyugat-Dunántúl régió	7	Gyõr-Moson-Sopron	8	Gyõr	2371	2014
READSOFT CONSULTING KFT.	READSOFT CONSULTING KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1144 Budapest Csertõ park 6.	Gazdasági Társaság	1	24375151-2-42	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Információ\, kommunikáció	J	Információ-technológiai szolgáltatás	62	Számítógépes programozás	6201	500000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015
P. M. TRADE KFT.	P. M. TRADE KERESKEDELMI ÉS TANÁCSADÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2040 Budaörs Gyár utca 2.\\B1.\\119.ajtó	Gazdasági Társaság	1	23502417-2-13	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	Szakmai\, tudományos\, mûszaki tevékenység	M	Üzletvezetési\, vezetõi tanácsadás	70	Üzletviteli\, egyéb vezetési tanácsadás	7022	500000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Budaörs	2147	2015
ÉSZAKDUNÁNTÚLI KÖZMÛ V	ÉSZAKDUNÁNTÚLI KÖZMÛ- ÉS MAGASÉPÍTÕ VÁLLALAT	9002 Gyõr Reptéri út 2.	Gazdasági Társaság	1	10012521-2-01	Állami Vállalat	3	Felszámolás alatt	1	Építõipar	F	Épületek építése	41	Lakó- és nem lakó épület építése	4120	1073298000	Magyarország	HU	Nyugat-Dunántúl régió	7	Gyõr-Moson-Sopron	8	Gyõr	2371	2012
NEMZETI ESZKÖZKEZELÕ ZRT.	NEMZETI ESZKÖZKEZELÕ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1024 Budapest II\, Margit körút 85-87.	Gazdasági Társaság	1	23501904-2-43	Részvénytársaság	15	Mûködõ	4	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú\, bérelt ingatlan bérbeadása\, üzemeltetése	6820	100000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
READSOFT CONSULTING KFT.	READSOFT CONSULTING KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1144 Budapest Csertõ park 6.	Gazdasági Társaság	1	24375151-2-42	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Információ\, kommunikáció	J	Információ-technológiai szolgáltatás	62	Számítógépes programozás	6201	500000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014
